Theodor-Heuss-Straße | from 21509749 → 265590631
Alexanderstraße | from 26749757 → 26749756
Dittmarstraße | from 26749757 → 26749759
Dittmarstraße | from 26749757 → 731435477
['Lerchenstraße', 'Daucherweg'] | from 130135382 → 26749759
Lerchenstraße | from 130135382 → 96034469
Alexanderstraße | from 130135382 → 30503761
Alexanderstraße | from 130135382 → 26749757
Dittmarstraße | from 26749759 → 26749760
['Lerchenstraße', 'Daucherweg'] | from 26749759 → 130135382
Dittmarstraße | from 26749759 → 26749757
Pfizerstraße | from 731435477 → 731435471
Dittmarstraße | from 731435477 → 1558997470
Dittmarstraße | from 731435477 → 26749757
Lothringer Straße | from 26749760 → 133108294
Dittmarstraße | from 26749760 → 26749759
Dittmarstraße | from 26749760 → 26749769
Fichtestraße | from 133108294 → 30647825
Lothringer Straße | from 133108294 → 26749760
Fichtestraße | from 133108294 → 1067949146
Paracelsusstraße | from 26749769 → 678826247
Dittmarstraße | from 26749769 → 421765380
Dittmarstraße | from 26749769 → 26749760
Paracelsusstraße | from 678826247 → 26749769
Albert-Schäffler-Straße | from 29051212 → 36670904
August-Häußer-Straße | from 29051212 → 338892698
August-Häußer-Straße | from 29051212 → 26752752
Unnamed | from 26752762 → 36670909
August-Häußer-Straße | from 26752762 → 26752752
Neckargartacher Straße | from 36670909 → 26752764
Unnamed | from 36670909 → 36670913
Mittlerer Weg | from 26752764 → 26752766
Neckargartacher Straße | from 26752764 → 36670909
Neckargartacher Straße | from 26752764 → 29051197
Mittlerer Weg | from 26752766 → 35801069
August-Mogler-Straße | from 26752766 → 12657294303
Mittlerer Weg | from 26752766 → 26752764
August-Mogler-Straße | from 26752766 → 29051193
Neckargartacher Straße | from 29051197 → 36670904
Neckargartacher Straße | from 29051197 → 26752764
Mittlerer Weg | from 35801069 → 26752766
August-Mogler-Straße | from 12657294303 → 26752766
Landturmstraße | from 12657294303 → 12657294311
['Limesstraße', 'August-Mogler-Straße'] | from 12657294303 → 5610241292
Neckargartacher Straße | from 29051193 → 29051197
August-Mogler-Straße | from 29051193 → 26752766
Hans-Sachs-Straße | from 3900621041 → 26752798
Hans-Sachs-Straße | from 3900621041 → 3900621035
Krumme Steige | from 1030983765 → 606969159
['Häldensteige', 'Krumme Steige'] | from 1030983765 → 26755075
Schirrmannstraße | from 1030983765 → 94071533
Im Sternberg | from 445399410 → 60608978
Trappensee | from 445399410 → 26755075
Trappensee | from 445399410 → 26755087
Schlizstraße | from 26755087 → 26769622
['Schlizstraße', 'Karl-Wulle-Straße'] | from 26755087 → 94072311
Trappensee | from 26755087 → 445399410
Rampachertal | from 26769622 → 94075469
Schlizstraße | from 26769622 → 26755087
Schlizstraße | from 26769622 → 1561447071
Karl-Wulle-Straße | from 94072311 → 94072320
['Schlizstraße', 'Karl-Wulle-Straße'] | from 94072311 → 26755087
Karl-Wulle-Straße | from 94072311 → 1132413080
Weinsberger Straße | from 26769590 → 249176857
Weinsberger Straße | from 249176857 → 96032777
Wartbergstraße | from 249176857 → 96030150
Allerheiligenstraße | from 418464979 → 418464979
Allerheiligenstraße | from 418464979 → 26769594
Humboldtstraße | from 26769595 → 254506747
Hundsbergstraße | from 26769595 → 26769598
Hundsbergstraße | from 26769595 → 1668903822
Humboldtstraße | from 254506747 → 26769595
Robert-Mayer-Straße | from 254506747 → 60954457
Robert-Mayer-Straße | from 254506747 → 1668903799
Kunzestraße | from 26769598 → 1561447084
Hundsbergstraße | from 26769598 → 26769605
Hundsbergstraße | from 26769598 → 26769595
Hundsbergstraße | from 1668903822 → 21777036
Hundsbergstraße | from 1668903822 → 26769595
Kunzestraße | from 1561447084 → 33053626
Kunzestraße | from 1561447084 → 26769598
Pfühlstraße | from 1561447084 → 1159223729
Pfühlstraße | from 1561447084 → 1159360853
Mörikestraße | from 26769605 → 519710471
Hundsbergstraße | from 26769605 → 26769614
Hundsbergstraße | from 26769605 → 26769598
Mörikestraße | from 519710471 → 26769605
Unnamed | from 519710471 → 1431755347
Götzenturmstraße | from 26769613 → 2299548544
Götzenturmstraße | from 26769613 → 1561854854
Götzenturmstraße | from 26769613 → 26769594
Götzenturmstraße | from 2299548544 → 26769613
Guido-Hauck-Straße | from 1431755347 → 26769614
Unnamed | from 1431755347 → 519710552
Rampachertal | from 94075469 → 94077919
Rampachertal | from 94075469 → 26769622
Rampachertal | from 94075469 → 95045162
Schlizstraße | from 1561447071 → 437321030
Schlizstraße | from 1561447071 → 26769622
Richard-Becker-Straße | from 1561447071 → 527847497
Guido-Hauck-Straße | from 26769625 → 1059989182
Guido-Hauck-Straße | from 26769625 → 760729869
['Paul-Göbel-Brücke', 'Paul-Göbel-Straße'] | from 26769625 → 1059989203
Guido-Hauck-Straße | from 1059989182 → 26769625
Guido-Hauck-Straße | from 1059989182 → 30901778
Paul-Göbel-Straße | from 1059989182 → 23715503
Guido-Hauck-Straße | from 760729869 → 26769625
Villmatstraße | from 1059989203 → 1059989223
Villmatstraße | from 1059989203 → 31150592
Paul-Göbel-Straße | from 1059989203 → 23715513
Maienfelser Weg | from 1131214711 → 30647825
Metzer Straße | from 1131214711 → 26779314
Metzer Straße | from 1131214711 → 1558997455
Karlstraße | from 26780631 → 249173792
Allee | from 26780631 → 25185781
['Karlstraße', 'Glockengießerhof'] | from 26780631 → 96076944
Karlstraße | from 249173792 → 26780631
Allee | from 249173792 → 249173793
Karlstraße | from 249173792 → 96070463
['Karlstraße', 'Glockengießerhof'] | from 96076944 → 26780631
Brucknerstraße | from 26784627 → 1559022295
Stockheimer Straße | from 26784627 → 25554102
Klingenberger Straße | from 1558545850 → 24911578
Schuchmannstraße | from 1558545850 → 26784658
Georg-Vogel-Straße | from 712768139 → 559421384
Georg-Vogel-Straße | from 712768139 → 559421395
Neckartalstraße | from 712768139 → 1072721049
Kanalstraße | from 26787243 → 36670436
Neckartalstraße | from 26787243 → 21756385
Kanalstraße | from 36670436 → 3900621035
Hans-Sachs-Straße | from 36670436 → 3900621041
Albertistraße | from 26787281 → 522244855
Lichtenbergerstraße | from 26787281 → 1030230366
['Neckargartacher Brücke', 'Brückenstraße'] | from 26787281 → 1109896990
Lichtenbergerstraße | from 1030230366 → 357444270
Lichtenbergerstraße | from 1030230366 → 26787281
Ohmstraße | from 1030230366 → 428122803
Neckargartacher Brücke | from 1109896990 → 1109896978
Neckargartacher Brücke | from 1109896990 → 1109896950
Theresienstraße | from 26787320 → 2289516979
Theresienstraße | from 26787320 → 973953912
Theresienstraße | from 973953912 → 973953902
Karlsruher Straße | from 973953912 → 2289516965
Öhringer Straße | from 26888868 → 1556915843
Orthstraße | from 26890891 → 1059989224
Orthstraße | from 26890891 → 1558436883
Faißtstraße | from 1558436883 → 1558436890
Orthstraße | from 1558436883 → 1431752261
Orthstraße | from 1558436883 → 26890891
Erlenbacher Straße | from 26890893 → 1431752269
Wartbergstraße | from 26890893 → 96058564
Wartbergstraße | from 26890893 → 29717979
Bechtstraße | from 1431752269 → 1431752261
Erlenbacher Straße | from 1431752269 → 29717974
Erlenbacher Straße | from 1431752269 → 26890893
Wartbergstraße | from 96058564 → 26890893
Burenstraße | from 96058564 → 96058567
Orthstraße | from 96058564 → 1431752261
Wartbergstraße | from 96058564 → 31150592
Wartbergstraße | from 29717979 → 1431719916
Dühringstraße | from 29717979 → 29717975
Wartbergstraße | from 29717979 → 26890893
Dammstraße | from 26890908 → 425684332
Dammstraße | from 425684332 → 1558436874
Dammstraße | from 425684332 → 26890908
Kleiststraße | from 26890921 → 34580065
Sichererstraße | from 26890921 → 31150590
Sichererstraße | from 26890921 → 1558436876
Kleiststraße | from 34580065 → 96031428
Kleiststraße | from 34580065 → 26890921
Pestalozzistraße | from 34580065 → 96030114
Sichererstraße | from 31150590 → 26890926
Gartenstraße | from 31150590 → 96030115
Gartenstraße | from 31150590 → 96030114
Sichererstraße | from 31150590 → 26890921
Sichererstraße | from 1558436876 → 96032046
Wartbergstraße | from 1558436876 → 31150591
Sichererstraße | from 1558436876 → 26890921
Wartbergstraße | from 1558436876 → 96030150
Sichererstraße | from 26890926 → 1558436879
Sichererstraße | from 26890926 → 31150590
Bleichstraße | from 26890926 → 30952551
Sichererstraße | from 1558436879 → 26890930
Sichererstraße | from 1558436879 → 26890926
Adlerstraße | from 1558436879 → 26890928
Bleichstraße | from 30952551 → 26890926
Pestalozzistraße | from 30952551 → 32640380
Pestalozzistraße | from 30952551 → 96030114
Adlerstraße | from 26890928 → 1558436879
Sichererstraße | from 26890930 → 1558436879
Nordbergstraße | from 26890930 → 96030152
Sichererstraße | from 26890930 → 1558436881
Nordbergstraße | from 96030152 → 26890930
Dammstraße | from 96030152 → 684617609
Dammstraße | from 96030152 → 96030115
Paulinenstraße | from 1558436881 → 2725213491
Paulinenstraße | from 1558436881 → 622113341
Sichererstraße | from 1558436881 → 26890930
Amsterdamer Straße | from 29047789 → 265072880
Steinweg | from 29047789 → 29047836
Horkheimer Straße | from 29047789 → 291425970
Hohenloher Straße | from 29047789 → 29047825
Römerhof | from 265072880 → 265072884
Amsterdamer Straße | from 265072880 → 29047827
Amsterdamer Straße | from 265072880 → 29047789
Im Gutedel | from 29047836 → 81806446
Steinweg | from 29047836 → 29047789
['Am Mühlpfädle', 'Steinweg'] | from 29047836 → 266522974
Horkheimer Straße | from 291425970 → 29047789
Horkheimer Straße | from 291425970 → 12551483808
Am Mühlpfädle | from 29047825 → 81806446
Hohenloher Straße | from 29047825 → 29047789
Hohenloher Straße | from 29047825 → 1600874622
Möwenstraße | from 29047812 → 1560929275
Untere Kanalstraße | from 29047812 → 889314175
['Untere Kanalstraße', 'Hollandstraße'] | from 29047812 → 29047827
Möwenstraße | from 1560929275 → 29047812
Amsterdamer Straße | from 1560929275 → 260000131
Amsterdamer Straße | from 1560929275 → 29047827
Möwenstraße | from 1560929275 → 1560929274
Untere Kanalstraße | from 889314175 → 95006137
Untere Kanalstraße | from 889314175 → 29047812
Ernst-Bader-Straße | from 889314175 → 95000477
Amsterdamer Straße | from 29047827 → 1560929275
Hollandstraße | from 29047827 → 265072884
['Hollandstraße', 'Untere Kanalstraße'] | from 29047827 → 29047812
Amsterdamer Straße | from 29047827 → 265072880
Neckartalstraße | from 29047818 → 361529151
Neckartalstraße | from 29047818 → 76704871
Unnamed | from 29047818 → 12551497142
Unnamed | from 361529151 → 12551497142
Neckartalstraße | from 361529151 → 29047818
Neckartalstraße | from 361529151 → 262688008
Unnamed | from 76704871 → 1634280530
Neckartalstraße | from 76704871 → 29047818
Horkheimer Straße | from 76704871 → 12551734746
Unnamed | from 12551497142 → 12551497165
Möwenstraße | from 29047819 → 1560929274
Hohenloher Straße | from 29047819 → 29047830
Hohenloher Straße | from 29047819 → 260000130
Möwenstraße | from 1560929274 → 29047819
Staadäckerstraße | from 1560929274 → 265072648
Möwenstraße | from 1560929274 → 1560929275
Hohenloher Straße | from 29047830 → 29047819
Hohenloher Straße | from 29047830 → 1600874614
Hohenloher Straße | from 260000130 → 33070792
Havannastraße | from 260000130 → 265072572
Hohenloher Straße | from 260000130 → 29047819
Am Mühlpfädle | from 81806446 → 266522974
Am Mühlpfädle | from 81806446 → 29047825
Pirolweg | from 81806446 → 81806438
Im Gutedel | from 81806446 → 29047836
Hohenloher Straße | from 1600874622 → 1600874629
Hohenloher Straße | from 1600874622 → 29047825
Römerhof | from 265072884 → 265072880
Hollandstraße | from 265072884 → 29047827
Hollandstraße | from 265072884 → 1600874629
Heilbronner Weg | from 1600874614 → 81806438
Hohenloher Straße | from 1600874614 → 1600874622
Am Mühlpfädle | from 266522974 → 81806446
['Am Mühlpfädle', 'Steinweg'] | from 266522974 → 29047836
Eisvogelweg | from 266522974 → 266522980
Güldensteinstraße | from 29049593 → 615959296
Güldensteinstraße | from 29049593 → 31021121
Spitzwegstraße | from 29049593 → 371757124
Spitzwegstraße | from 29049593 → 31021118
Güldensteinstraße | from 615959296 → 29049593
Karl-Döft-Straße | from 615959296 → 94675162
['Raidweg', 'Karl-Döft-Straße'] | from 615959296 → 33203794
Güldensteinstraße | from 31021121 → 31021117
Sporerweg | from 31021121 → 31021120
Güldensteinstraße | from 31021121 → 29049593
Merianstraße | from 371757124 → 266011021
Spitzwegstraße | from 371757124 → 95063787
Spitzwegstraße | from 371757124 → 29049593
Eberlinstraße | from 31021118 → 31021120
Spitzwegstraße | from 31021118 → 29049593
Spitzwegstraße | from 31021118 → 29809855
Deutschordenstraße | from 29049598 → 255723966
Hauptstraße | from 29049598 → 31385237
Hauptstraße | from 29049598 → 29049595
Deutschordenstraße | from 29049597 → 255723966
Horkheimer Straße | from 29049597 → 364639969
Horkheimer Straße | from 29049597 → 29049595
Deutschordenstraße | from 255723966 → 29049598
Deutschordenstraße | from 255723966 → 29049597
Auf dem Bau | from 255723966 → 255723985
Görresstraße | from 364639969 → 29049600
Horkheimer Straße | from 364639969 → 1561711232
Horkheimer Straße | from 364639969 → 29049597
Hauptstraße | from 31385237 → 29049598
Hauptstraße | from 31385237 → 255723990
Staufenbergstraße | from 31385237 → 32261814
Görresstraße | from 29049600 → 364639969
Görresstraße | from 29049600 → 255725030
Schwabenstraße | from 29049600 → 255723985
Görresstraße | from 255725030 → 29049600
Bundschuhstraße | from 255725030 → 29049602
['Görresstraße', 'Deinenbachstraße'] | from 255725030 → 655154934
Schwabenstraße | from 255723985 → 29049600
Auf dem Bau | from 255723985 → 255723966
Auf dem Bau | from 255723985 → 255723990
Bundschuhstraße | from 29049602 → 255725030
Bundschuhstraße | from 29049602 → 255722958
Klingenstraße | from 29049602 → 255723994
Bundschuhstraße | from 255722958 → 29049602
Klingenstraße | from 255722958 → 1561711232
['Bundschuhstraße', 'Am Melchiorsgraben'] | from 255722958 → 255722931
['Deinenbachstraße', 'Klingenstraße'] | from 255723994 → 255723996
Deinenbachstraße | from 255723994 → 655154934
Klingenstraße | from 255723994 → 29049602
Albert-Schäffler-Straße | from 36670904 → 29051212
Neckargartacher Straße | from 36670904 → 36670902
Neckartalstraße | from 338892698 → 559421384
Georg-Vogel-Straße | from 1072721458 → 1072721049
Neckartalstraße | from 1072721458 → 338892698
Landwehrstraße | from 29051217 → 491505610
Kanalstraße | from 29051217 → 36670443
Landwehrstraße | from 491505610 → 1551730880
Wilhelm-Leuschner-Straße | from 36670443 → 21756375
Elisabethenstraße | from 94905110 → 34484298
Neckargartacher Straße | from 94905110 → 713583697
Neckargartacher Straße | from 94905110 → 29051219
